,Index_page,ID,Date_publication,Title_and_author,Language_of_the_work,Word,Chapter,Hits,Requiered_tags,Additionnal_tags
10,106,40770873,20 Jan 2023, Eddie Munson x reader - Fluff & Cute Headcanons by eddiemunsonownsme ,English,"5,328",22/?,1857,| Teen And Up Audiences| No Archive Warnings Apply| Other| Work in Progress|,|No Archive Warnings ApplyEddie Munson/You Eddie Munson/ReaderEddie MunsonEddie Munson headcanons stranger things headcanons Eddie Munson - Freeform stranger things POV headcanons|
11,106,41376315,20 Jan 2023, Through A Glass Darkly by waywardrose  for Punk_in_Docs ,English,"47,716",9/?,5167,| Explicit| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsEddie Munson/Reader Eddie Munson/YouReader You Eddie Munson Original Characters Jeff (Stranger Things) Gareth (Stranger Things) Unnamed Freak (Stranger Things) Wayne Munson Henry Creel | One | VecnaFemale Protagonist Witches Magic Slow Burn Friends to Lovers Canon-Typical Violence Horror Period-Typical Homophobia Period-Typical Sexism Historical Inaccuracy Anachronistic Drug Dealing Recreational Drug Use Smoking Reader-Insert Other Additional Tags to Be Added Alcohol Eddie Munson Lives Eddie Munson Has ADHD Unnamed Freak's name is Dave Masturbation Fantasizing Sharing a Bed Making Out Vaginal Fingering Dry Humping Dirty Talk Bisexual Eddie Munson consensual pursuit and capture Oral Sex Hand Jobs Condoms Penis In Vagina Sex Explicit Sexual Content The Lord of the Rings References no y/n Pet Names Reader's father is a dirtbag mild spanking Eddie Munson is a Sweetheart he is also a total butthead he is trying his best okay Magical Violation Mental Torture Body Horror Blood and Injury Aftercare|
12,106,44416969,20 Jan 2023, Lost Boys Like Me Are Free by justyrae ,English,"12,509",4/?,1709,| Explicit| No Archive Warnings Apply| F/M| Work in Progress|,|No Archive Warnings ApplyChrissy Cunningham/Eddie MunsonChrissy Cunningham Eddie Munson Laura Cunningham Phillip Cunningham Nancy Wheeler Steve Harrington Robin Buckley Argyle (Stranger Things)Alternate Universe - Everyone Lives/Nobody Dies Alternate Universe - Pirate Enemies to Lovers Found Family the Cunninghams remain the worst parents in every universe Angst nothing gets past Nancy Wheeler alexa play stockholm syndrome by one direction Eventual Smut Idiots in love in every universe|
13,106,44416471,20 Jan 2023, How it Stayed by Melly5 ,English,"4,917",1/1,1077,| Explicit| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonEddie Munson Steve Harrington Wayne MunsonVampire Bites Vampire Sex Vampire Eddie Munson Blood Drinking Blow Jobs Anal Sex Rimming Dom/sub Sub Steve Harrington Dom Eddie Munson|
14,106,40307031,20 Jan 2023, Writing Every Song About The Boy You Love by gabiwritesstories ,English,"6,262",2/?,247,| Mature| Choose Not To Use Archive Warnings| M/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonEddie Munson Steve Harrington Robin Buckley Nancy Wheeler Dustin Henderson Mike Wheeler Keith (Stranger Things) Steve Harrington's Parentssteddie Recreational Drug Use Implied/Referenced Drug Use Masturbation Smut Eventual Smut Eventual Romance Pining Mutual Pining Possibly Unrequited Love Anxiety Steve Harrington Needs a Hug Bisexual Steve Harrington Steve Harrington Has Bad Parents Steve Harrington Has a Crush on Eddie Munson Eddie Munson is a Sweetheart Idiots in Love Dirty Talk Dirty Thoughts eddie munson has a pretty mouth Steve Harrington Is a Mess Steve Harrington is Bad at Flirting Robin Buckley & Steve Harrington Are Best Friends Slow Burn|
15,106,44416099,20 Jan 2023, Steve Harrington NSFW headcanons by eddiemunsonownsme ,English,"2,983",10/?,2664,| Explicit| No Archive Warnings Apply| Other| Work in Progress|,|No Archive Warnings ApplySteve Harrington/You Steve Harrington/ReaderSteve Harringtonrelationship Cute POV steve harrington headcanons stranger things headcanons steve harrington is too pure for this world in love with steve harrington Steve Harrington - Freeform steve - Freeform harrington - Freeform Steve Harrington Needs a Hug Protective Steve Harrington Bisexual Steve Harrington Bottom Steve Harrington Good Babysitter Steve Harrington Hurt Steve Harrington POV Steve Harrington gender neutral reader Female Reader male reader - Freeform Nsfw content minors not allowed be 18+ Must Read steve harrington x reader - Freeform steve x reader - Freeform Horniness Hirny steve harrington|
16,106,44397796,20 Jan 2023, How it Began by Melly5 ,English,"5,311",1/1,521,| Mature| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonVampire Bites Blood Drinking First Time Blow Jobs Bisexual Steve Harrington Gay Eddie Munson fronting|
17,106,42647919,20 Jan 2023, The growing overcast by d3siree_7 ,English,854,1/15,109,| Not Rated| Choose Not To Use Archive Warnings| M/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsWill Byers/Mike Wheeler Maxine ""Max"" Mayfield/Lucas Sinclair Joyce Byers/Jim ""Chief"" HopperMike Wheeler Will Byers Eleven | Jane Hopper Lucas Sinclair Dustin Henderson Jonathan Byers Joyce Byers Jim ""Chief"" Hopper Steve Harrington Nancy Wheeler Karen Wheeler Maxine ""Max"" Mayfieldcame back to life Hurt Hurt Mike Wheeler bored teenage boy New World happy place Music Mike Wheeler Loves Will Byers Gay Mike Wheeler Inspired by Music Poison root-Alex g Alex g Song: Nobody (Mitski) 17 mike wheeler Modern Era might be sad Death Hospital Wonderland Queens and Kings|"
18,106,44416753,20 Jan 2023, How it Started by Melly5 ,English,"5,223",1/1,421,| Teen And Up Audiences| Choose Not To Use Archive Warnings| Other| Complete Work|,"|Creator Chose Not To Use Archive Warningsnone yetSteve Harrington Eddie Munson Dustin Henderson Jim ""Chief"" Hopper Eleven | Jane Hopper Original CharactersBlood and Violence Vampire Bites Vampire Eddie Munson Gun Violence Steve Harrington's Nail Bat Hawkins National Laboratory (Stranger Things)|"
19,106,44416252,20 Jan 2023, Second Nature by cheshiredog ,English,"6,319",1/1,3129,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonEddie Munson Steve Harrington Anna Jacobi Jason CarverAlternate Universe - No Upside Down (Stranger Things) set around season three Steve Harrington Has Bad Parents Bisexual Steve Harrington Gay Eddie Munson Switch Steve Harrington Switch Eddie Munson Marijuana Hurt/Comfort Homophobic Language (eddie says it) First Time Dirty Talk Multiple Orgasms Hand Jobs Masturbation Dry Humping Blow Jobs Spit Kink this just spawned from the image in my head of eddie falling into the middle of steve's date|
20,107,40246791,20 Jan 2023, How it Started by Melly5 ,English,"5,223",1/1,421,| Teen And Up Audiences| Choose Not To Use Archive Warnings| Other| Complete Work|,"|Creator Chose Not To Use Archive Warningsnone yetSteve Harrington Eddie Munson Dustin Henderson Jim ""Chief"" Hopper Eleven | Jane Hopper Original CharactersBlood and Violence Vampire Bites Vampire Eddie Munson Gun Violence Steve Harrington's Nail Bat Hawkins National Laboratory (Stranger Things)|"
21,107,40236945,20 Jan 2023, Second Nature by cheshiredog ,English,"6,319",1/1,3129,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonEddie Munson Steve Harrington Anna Jacobi Jason CarverAlternate Universe - No Upside Down (Stranger Things) set around season three Steve Harrington Has Bad Parents Bisexual Steve Harrington Gay Eddie Munson Switch Steve Harrington Switch Eddie Munson Marijuana Hurt/Comfort Homophobic Language (eddie says it) First Time Dirty Talk Multiple Orgasms Hand Jobs Masturbation Dry Humping Blow Jobs Spit Kink this just spawned from the image in my head of eddie falling into the middle of steve's date|
22,107,44414611,20 Jan 2023, The Perfect Match by The_Charl ,English,"96,170",37/?,5549,| Explicit| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsEddie Munson/You Eddie Munson/ReaderBilly Hargrove Steve Harrington Gareth (Stranger Things) Jeff (Stranger Things)Fluff and Smut Vaginal Sex Vaginal Fingering Anal Sex Rough Sex Oral Sex Handcuffs Romance Dirty Talk Dominance Praise Kink Slow Burn Blow Jobs Public Blow Jobs Dom/sub Public Sex Porn Love Flirting Jealousy Kitchen Sex Bathroom Sex Threesome - F/M/M Multiple Orgasms Making Out Making Love Multiple Sex Positions Holidays Self-Esteem Issues Insecurity Domestic Fluff Domestic Mutual Pining Masturbation Corroded Coffin Concert (Stranger Things) Corroded Coffin Rockstar Eddie Munson Eddie Munson Lives Eddie Munson is a Sweetheart Eddie Munson - Freeform BDSM Light BDSM Rough Oral Sex Orgasm Established Relationship Cunnilingus Aged-Up Character(s)|
23,107,42242580,20 Jan 2023, endless rules apply when you're nancy wheeler by sehnxsucht ,English,"1,395",1/1,55,| Teen And Up Audiences| No Archive Warnings Apply| Gen| Complete Work|,|No Archive Warnings ApplyEddie Munson & Nancy WheelerNancy Wheeler Eddie Munson Steve HarringtonPost-Apocalypse Nancy Wheeler Has a Crush on Robin Buckley Character Study Background Lucas Sinclair Background Robin Buckley Background Dustin Henderson Coming Out Self-Discovery Bipolar Eddie Munson Mentioned HIV/AIDS Implied/Referenced Suicide|
24,107,44415127,20 Jan 2023, Letters by Im_Totally_Fine ,English,"17,444",17/?,2543,"| Teen And Up Audiences| Choose Not To Use Archive Warnings, Graphic Depictions Of Violence| F/F, F/M, M/M| Work in Progress|","|Creator Chose Not To Use Archive Warnings Graphic Depictions Of ViolenceSteve Harrington & Mike Wheeler Will Byers & Mike Wheeler Maxine ""Max"" Mayfield & Mike Wheeler Joyce Byers & Mike Wheeler Dustin Henderson & Mike Wheeler Eleven | Jane Hopper & Mike Wheeler Lucas Sinclair & Mike Wheeler Maxine ""Max"" Mayfield/Lucas Sinclair Will Byers/Mike Wheeler Joyce Byers/Jim ""Chief"" Hopper Jonathan Byers/Nancy WheelerSteve Harrington Mike Wheeler Will Byers Maxine ""Max"" Mayfield Joyce Byers Dustin Henderson Lucas Sinclair Eleven | Jane Hopper Robin Buckley Nancy Wheeler Jonathan Byers Karen WheelerSuicide Attempt suicide letter Depressed Mike Wheeler Depressed Maxine ""Max"" Mayfield Post-Traumatic Stress Disorder - PTSD there getting help madwheeler friendship I love Madwheeler Mike and Max meet new people OC's - Freeform Past Eleven | Jane Hopper/Mike Wheeler|"
25,107,44415001,20 Jan 2023, Out-smoke The King by RaeWrites94 ,English,"8,338",1/1,1191,| Explicit| Choose Not To Use Archive Warnings| F/M| Complete Work|,|Creator Chose Not To Use Archive WarningsEddie Munson/ReaderEddie Munson ReaderRecreational Drug Use Eventual Smut slightly pervy Eddie Cockwarming Multiple Orgasms Masturbation Semi-Public Sex Porn With Plot sorta - Freeform Under-negotiated Kink|
26,107,41579172,20 Jan 2023, Beautiful Boy by orphan_account ,English,"1,894",2/6,184,| General Audiences| No Archive Warnings Apply| M/M| Work in Progress|,"|No Archive Warnings ApplyMike Wheeler & Nancy Wheeler Will Byers/Mike Wheeler Eleven | Jane Hopper/Mike Wheeler Eddie Munson & Mike Wheeler Will Byers & Eleven | Jane & Dustin Henderson & Maxine Mayfield & Lucas Sinclair & Mike WheelerMike Wheeler Nancy Wheeler Will Byers Eleven | Jane Hopper Eddie Munson Dustin Henderson Lucas Sinclair Maxine ""Max"" MayfieldFluff 5+1 Things Sibling Love Bisexual Mike Wheeler People are so pretty Mike agrees Dancing|"
27,107,44413225,20 Jan 2023," buried, banging at your door by hephaestn ",English,"46,445",3/4,1441,| Mature| Choose Not To Use Archive Warnings| M/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsBilly Hargrove/Steve HarringtonSteve Harrington Billy Hargrove Robin Buckley Maxine ""Max"" Mayfield Steve Harrington's Parents The Party (Stranger Things)Post-Season/Series 03 Alternate Universe - Canon Divergence Implied/Referenced Child Abuse Implied/Referenced Character Death Supernatural Elements Heavy Angst Drug Use Hurt/Comfort|"
28,107,44415925,20 Jan 2023, 4/20 by gaywheeler ,English,"1,991",1/1,1119,| Not Rated| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsWill Byers/Mike Wheeler Will Byers & Mike Wheeler Jonathan Byers & Will Byers Jonathan Byers & Mike Wheeler Jonathan Byers/Mike Wheeler Argyle & Jonathan ByersWill Byers Mike Wheeler Jonathan Byers Argyle (Stranger Things)Making Out Love Confessions First Kiss Marijuana Underage Smoking Vomiting byler no smut but it gets steamy LGBTQ Character 80's Period-Typical Homophobia Internalized Homophobia Gay Will Byers Gay Mike Wheeler Gay Mutual Pining|
29,107,43362361,20 Jan 2023, Road to Joy by Oddree13 ,English,"1,272",1/?,1355,| Mature| No Archive Warnings Apply| M/M| Work in Progress|,"|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Maxine ""Max"" Mayfield Original Child Character(s)Alternate Universe - Canon Divergence Alpha/Beta/Omega Dynamics Omega Steve Harrington Alpha Eddie Munson Jewish Eddie Munson Adulthood Parenthood Families of Choice The Party Friendship (Stranger Things) Light Angst Angst with a Happy Ending Background Relationships Mpreg Other Additional Tags to Be Added|"
30,107,44415295,20 Jan 2023, Blood of Thy Enemy by Lazey_angel ,English,"1,485",1/?,36,"| Not Rated| Graphic Depictions Of Violence| M/M, Multi| Work in Progress|","|Graphic Depictions Of ViolenceSteve Harrington/Eddie Munson Jonathan Byers/Nancy Wheeler Eleven | Jane Hopper/Mike Wheeler Will Byers/Dustin HendersonEddie Munson Maxine ""Max"" Mayfield Mike Wheeler Eleven | Jane Hopper Nancy Wheeler Robin Buckley Steve Harrington Dustin Henderson Jonathan Byers Jim ""Chief"" Hopper Joyce Byers Will ByersVampires Eddie Munson in the Upside Down Eddie Munson Lives steve got the hots for a metalhead i believe in eddie he didnt run away hes a hero lets sing Dio dustin needs therapy And a Hug Vampire Eddie Munson Hurt Eddie Munson Bisexual Steve Harrington Eddie Munson is Steve Harrington's Bisexual Awakening Touch-Starved Eddie Munson Steve Harrington is mom eddie munson is dad|"
31,107,44414299,20 Jan 2023," Easy, Easy, Easy by judasofsuburbia ",English,"152,319",34/?,87422,| Explicit| Choose Not To Use Archive Warnings| M/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Will Byers/Mike Wheeler Robin Buckley/Nancy Wheeler Maxine ""Max"" Mayfield/Lucas SinclairSteve Harrington Eddie Munson Robin Buckley Vickie (Stranger Things) Corroded Coffin (Stranger Things) Dustin Henderson Claudia Henderson Mike Wheeler Suzie Costello Nancy Wheeler Maxine ""Max"" Mayfield Eleven | Jane Hopper Lucas Sinclair Will Byers Jonathan Byers Joyce Byers Jim ""Chief"" Hopper Erica SinclairSlice of Life First Kiss First Time Eddie Munson Lives Not Canon Compliant Post-Season/Series 04 Domestic Fluff Living Together Band Fic Moving Out Love Confessions Plans For The Future Top Steve Harrington Bottom Eddie Munson Fluff Light Angst Growing Old Together Weddings Wedding Fluff The Lord of the Rings References Marriage Sexuality Crisis Top Eddie Munson Bottom Steve Harrington Anal Sex Adoption Period-Typical Homophobia Family Fluff Family Dynamics Future Fic Tooth-Rotting Fluff Family Reunions Awkward First Times Dom/sub Breathplay Edgeplay Safewords Aftercare Phone Sex Shower Sex Found Family|"
32,107,44413405,20 Jan 2023, To Break The Thread Or Let It Bind by DaintyDuck_99 ,English,"1,611",1/1,424,| Teen And Up Audiences| No Archive Warnings Apply| Multi| Complete Work|,|No Archive Warnings ApplyJonathan Byers/Steve Harrington Jonathan Byers/Steve Harrington/Nancy WheelerSteve Harrington Jonathan Byers Nancy WheelerIntrospection Character Study Steve Harrington-centric Season/Series 01 During Canon Epiphanies Attraction Homoeroticism Swearing Canon-Typical Violence It's About Caring So Strongly It Becomes Shared Violence|
33,107,40935519,21 Jan 2023, ǝɹnʇuǝʌp sƃuᴉɥ ɹǝƃuɐɹʇS ʎW by Hufflepuff1700 ,English,"21,880",10/?,395,| Not Rated| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsBilly Hargrove/Original Female Character(s) Billy Hargrove/Modern!Fem!OC|
34,107,44416099,21 Jan 2023, A Reunion by mvnsonmania ,English,"1,540",1/1,232,| General Audiences| No Archive Warnings Apply| F/M| Complete Work|,|No Archive Warnings ApplyEddie Munson/You Eddie Munson & Reader Eddie Munson/Original Female Character(s) Dustin Henderson/Eddie Munson Eddie Munson & Original Character(s) Eddie Munson/Reader Eddie Munson & Eddie MunsonEddie Munson Dustin Henderson You ReaderInspired by Stranger Things (TV 2016) Hawkins (Stranger Things) Not Canon Compliant - Stranger Things 4 Vol. 2 Alternate Universe - No Supernatural (Stranger Things) Eddie Munson Lives Eddie Munson is a Sweetheart Soft Eddie Munson Protective Eddie Munson|
35,107,44414947,20 Jan 2023, Maybe there's more to Steve Harrington by Fanfreak22 ,English,"2,047",1/1,717,"| Mature| Graphic Depictions Of Violence| M/M, Other| Complete Work|",|Graphic Depictions Of ViolenceSteve Harrington/Eddie MunsonEddie Munson Steve Harrington Steve Harrington's Father Robin Buckley Nancy WheelerEddie Munson Lives Eddie Munson is a Sweetheart Eddie Munson Needs a Hug Eddie Munson Has a Crush on Steve Harrington Gay Eddie Munson Gay Disaster Eddie Munson Gay Steve Harrington Steve Harrington Needs a Hug Abused Steve Harrington Robin Buckley & Steve Harrington Are Best Friends Steve Harrington Has Bad Parents Steve Harrington Is a Mess Eddie Munson Has a Crush Steve Harrington/Eddie Munson in Love Protective Eddie Munson|
36,107,42289641,20 Jan 2023, To submit is such sweet power by Jad3w1ngs ,English,"83,613",36/?,48412,"| Explicit| No Archive Warnings Apply| M/M, F/M| Work in Progress|","|No Archive Warnings ApplyBilly Hargrove/Steve Harrington Jonathan Byers/Nancy Wheeler Chrissy Cunningham/Eddie MunsonBilly Hargrove Steve Harrington Jonathan Byers Nancy Wheeler Robin Buckley Maxine ""Max"" Mayfield Neil Hargrove Eddie Munson Chrissy CunninghamAlpha/Beta/Omega Dynamics A/B/O Bottom Billy Hargrove Omega Billy Hargrove Top Steve Harrington Alpha Steve Harrington Implied/Referenced Child Abuse Implied/Referenced Abuse the abuse is not between Billy and Steve Billy Hargrove Needs a Hug Dom Steve Harrington Sub Billy Hargrove We protect Billy Hargrove in this house Not Beta Read Billy is a Good Big Brother Physical Abuse Attempted Sexual Assault max and billy are biological siblings Possessive Steve Harrington Billy Hargrove Has a Daddy Kink There's A Tag For That Anxiety Cockwarming Bath Sex|"
37,107,44412271,20 Jan 2023," silver lining by vel (pineapple_vel)  for Caitiesbrainrot, mustlovesteve (lukamustlove) ",English,827,1/1,443,"| Mature| No Archive Warnings Apply| M/M, Multi| Complete Work|",|No Archive Warnings ApplyArgyle/Robin Buckley/Jonathan Byers/Steve Harrington/Eddie Munson/Nancy Wheeler Jonathan Byers/Steve Harrington/Eddie MunsonSteve Harrington Jonathan Byers Eddie Munson Everyone else is just a mention - CharacterBDSM Dom/sub Undertones Sub Steve Harrington Dom Eddie Munson Switch Jonathan Byers Scene Gone Wrong Safeword Use Panic Attacks Hurt/Comfort Emotional Hurt/Comfort Hurt Steve Harrington Aftercare|
38,107,44254192,20 Jan 2023, Keeping Up with the Munsons by Polkadotdotdot ,English,"16,467",4/4,3072,| Mature| No Archive Warnings Apply| F/M| Complete Work|,|No Archive Warnings ApplyChrissy Cunningham/Eddie Munson Jason Carver/Original Character(s) Jason Carver & Eddie MunsonEddie Munson Chrissy Cunningham Jason CarverComedy Domestic Bliss Married Couple Married Life Suburbia No Vecna (Stranger Things) Alternate Universe - Future Rockstar Eddie Munson set in 1996 Married Chrissy and Eddie Mentions of Smut Past Jason Carver/Chrissy Cunningham Jason Carver Needs a Hug Neighbors domestic comedy Eddie & Jason friendship Frenemy Non-Linear Narrative Random updates and installments|
